box,slot,mouse_num,organ,stain,patho assigned?,definitive,NED <150 d,TNP,notes,Category 1,Category 2,aod,has_scan,scan box,sb slot,cassette position,confirm can/should scan,not scanned reason,renamed,resultant geno,exclude,coh,gnotes.2,tumor1 ,t1 size (mm2),Annotated mrxs?,grouping 2,tumor2,t2 size (mm2),grouping,Sheri Notes,gnotes.1,1st note date (G),2nd note,note,box_label,blue,cyan,yellow,orange,green,black,pink,send for RNA?,hypercellular,necrosis,Pseudopalisading quality,PPN,glomeruloid mvp,whorls,high N/C,marked pleomorphism,pleomorphic/myxoid,Super high MF,Elevated MF,abnormal mitoses,rosenthall-ish fibers,strong rosettes,weak rosettes,entrapped neurons,diffuse HC,foamy cytoplams,giant cells,fibrillary appearance,B-type,lipo accumulation,hylenized,pomegranate/structural,adenoid,lymphocyte infiltration,ned,Grade (H/L),location
NFG04,038,28709,B,HE,,1,,,,3.2,,186,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,central necrosis area. pp,4.01,1,diffuse hc. Maybe necrotic area,,4.02,30,,,"Probable grade 1. Some areas of PC, plus recession.",9/27,,,Nf1 glioma H&E 28708-29388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,072,28709,B,KI67,,1,,,,,,186,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,Some diffusely-positive areas. Some concentrated areas of slightly elevated index. ,9/27,,,nf1 ihc te ki67 7/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,086,28709,B,PERK,,1,,,,,,186,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,,Nf1 ihc perk TE 7/27/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,039,28710,B,HE,,1,,,,3.1.B,,186,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,p,4.02,40,"diffuse hc, with loose rosettes",,,,,,Grade 1-2?,9/27,,,Nf1 glioma H&E 28708-29388,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,075,28710,B,KI67,,1,,,,,,186,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,Elevated index in 1 area. ,9/27,,,nf1 ihc te ki67 7/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,088,28710,B,PERK,,1,,,,,,186,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,,Nf1 ihc perk TE 7/27/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,023,28780,B,HE,,1,,,,3.1.B,,182,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,"p. B type areas, plus areas unique appearacne, eiosiniphillic, possibly necrotic areas with lipo. ",4.02,10,"diffuse hc, with loose rosettes",,,,,,Probable grade 1,9/27,,,Nf1 glioma H&E 29406,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,025,28780,B,KI67,,1,,,,,,182,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,no elevated index. ,9/27,,te 7/21,Nf1 glioma H&E 29406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,024,28780,B,PERK,,1,,,,,,182,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,te 7/27,Nf1 glioma H&E 29406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,040,28781,B,HE,,1,,,,3.1.B,,182,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,p,ts/diff,,"diffuse hc, with loose rosettes",,,,,,"Likely PA. Grade 1, similar to chordoid plexus. ",9/27,,,Nf1 glioma H&E 28708-29388,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,073,28781,B,KI67,,1,,,,,,182,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,Negative,9/27,,,nf1 ihc te ki67 7/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,087,28781,B,PERK,,1,,,,,,182,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,,Nf1 ihc perk TE 7/27/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,041,28782,B,HE,,1,,,,3.1.B,,182,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,p,ts/diff,,"diffuse hc, with loose rosettes",,,,,,Grade 1?,9/27,,,Nf1 glioma H&E 28708-29388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,070,28782,B,KI67,,1,,,,,,182,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,,nf1 ihc te ki67 7/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,098,28782,B,PERK,,1,,,,,,182,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,,Nf1 ihc perk TE 7/27/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,042,28783,B,HE,,1,,,,3.1,,182,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,prototypical so far. Heavy accumulatino of lipo area. Large-ish b-type areas. ,ts/diff,,"diffuse hc, with loose rosettes",,,,,,"Grade 1, chordoid plexus inflammation",9/27,,,Nf1 glioma H&E 28708-29388,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,077,28783,B,KI67,,1,,,,,,182,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,,nf1 ihc te ki67 7/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,092,28783,B,PERK,,1,,,,,,182,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,,Nf1 ihc perk TE 7/27/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,043,28784,B,HE,,1,,,,3.1,,182,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,ref plus 3 aoi,4.02,1,"diffuse hc, with loose rosettes",,ts/dif,,,,Grade 2?,9/27,,,Nf1 glioma H&E 28708-29388,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,081,28784,B,KI67,,1,,,,,,182,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,Elevated index in small areas,9/27,,,nf1 ihc te ki67 7/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,091,28784,B,PERK,,1,,,,,,182,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,,Nf1 ihc perk TE 7/27/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,061,29161,B,HE,,1,,,,3.2,,54,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,p,ts/dif,,"diffuse hc, with loose rosettes",,,,,NED,Grade 2,9/27,,cas9,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,081,29161,B,OLIG2,,1,,,,"Diffuse positivity of olig2, possibly indicating diffuse Grade 2 glioma. ",,54,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,cas9 control,NF1 Glioma Other Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,062,29161,B,PERK,,1,,,,,,54,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,cas9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG13,060,29161,L,HE,,1,,,,,,54,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,cas9,NF1 Glioma L/Li Slides 5/9/22 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,063,29162,B,HE,,1,,,,3.1,,54,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,p,4.02,4,"diffuse hc, with loose rosettes",,,,,NED,Grade 2,9/27,,cas9,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,064,29162,B,PERK,,1,,,,,,54,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,cas9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG15,089,29162,B,SYNAP,,1,,,,,,54,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,cas9 ctl,"NF1 All Alleles Cas9 f/f ""AA""/ NF1 Glioma ""NF1 Project"" ATRX f/f NF1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG13,021,29162,L,HE,,1,,,,,,54,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,cas9,NF1 Glioma L/Li Slides 5/9/22 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,044,29163,B,HE,,1,,,,3.1,,152,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,p,ts/dif,,"diffuse hc, with loose rosettes",,,,,,Grade 2?,9/27,,,Nf1 glioma H&E 28708-29388,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,071,29163,B,KI67,,1,,,,,,152,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,,nf1 ihc te ki67 7/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,083,29163,B,PERK,,1,,,,,,152,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,,Nf1 ihc perk TE 7/27/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,046,29164,B,HE,,1,,,,3.1,,152,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,p,ts/dif,,"diffuse hc, with loose rosettes",,,,,,Grade 2,9/27,,,Nf1 glioma H&E 28708-29388,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,083,29164,B,KI67,,1,,,,,,152,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,,nf1 ihc te ki67 7/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,097,29164,B,PERK,,1,,,,,,152,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,,Nf1 ihc perk TE 7/27/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,m,29165,B,HE,,1,,,,3.1,,152,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,085,29165,B,KI67,,1,,,,,,152,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,Grade 2. ,9/27,,,nf1 ihc te ki67 7/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,090,29165,B,PERK,,1,,,,,,152,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,,Nf1 ihc perk TE 7/27/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,049,29166,B,HE,,1,,,,3.1,,152,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,p,4.02,10,"diffuse hc, with loose rosettes",,,,,,see ki67,9/27,,,Nf1 glioma H&E 28708-29388,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,076,29166,B,KI67,,1,,,,,,152,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,Grade 2,9/27,,,nf1 ihc te ki67 7/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,089,29166,B,PERK,,1,,,,,,152,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,NA,9/27,,,Nf1 ihc perk TE 7/27/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,005,29397,B,HE,,1,,,,3.1,,159,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,no large lipo areas like ref. Still B-type areas plus small edema areas. ,,,not scanned,,,,,,Likely grade 2. ,9/27,,,Nf1 glioma H&E 29289-29405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,097,29397,B,KI67,,1,,,,,,159,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,Confirms grade 2,9/27,,,nf1 glioma ki67 8/4/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,007,29398,B,HE,,1,,,,3.1,,159,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,B-type areas. Possible tumor areas outside brain (small). No large lipo accumulation. ,ts/dif,,"diffuse hc, with loose rosettes",,,,,,Possible grade 2,9/27,,,Nf1 glioma H&E 29289-29405,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,099,29398,B,KI67,,1,,,,,,159,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,Elevated index,9/27,,,nf1 glioma ki67 8/4/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,036,29399,B,HE,,1,,,,NED,,159,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,p,ts/dif,,"diffuse hc, with loose rosettes",,,,,,Grade 2?,9/27,,,Nf1 glioma H&E 29406,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,037,29399,B,KI67,,1,,,,,,159,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,Very low amt of high-index cells,9/27,,te 8/4/22,Nf1 glioma H&E 29406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,010,29400,B,HE,,1,,,,3.1,,159,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,b type areas. ,ts/dif,,"diffuse hc, with loose rosettes",,,,,,Maybe grade 2?,9/28,,,Nf1 glioma H&E 29289-29405,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,095,29400,B,KI67,,1,,,,,,159,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,"Confirms, high index in isolated spaces",9/28,,,nf1 glioma ki67 8/4/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,012,29401,B,HE,,1,,,,3.2,,159,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,b type areas plus aoi,ts/dif,,"diffuse hc, with loose rosettes",,,,,,Probable grade 2,9/28,,,Nf1 glioma H&E 29289-29405,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,100,29401,B,KI67,,1,,,,,,159,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,Small isolated areas of elevated index,9/28,,,nf1 glioma ki67 8/4/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,032,29403,B,HE,,1,,,,3.2,,159,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,b type areas,ts/dif,,"diffuse hc, with loose rosettes",,,,,,"Probable PA area, area of grade 2",9/28,,,Nf1 glioma H&E 29406,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,033,29403,B,KI67,,1,,,,,,159,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,Elevated index in interstitial space,9/28,,te 8/4/22,Nf1 glioma H&E 29406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,034,29404,B,HE,,1,,,,3.2,,159,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,"b type areas plu small aoi, with necrosis. ",ts/dif,,"diffuse hc, with loose rosettes",,,,,NED,"Probable PA area, area of grade 2",9/28,,*,Nf1 glioma H&E 29406,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,035,29404,B,KI67,,1,,,,,,159,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,Elevated index in interstitial space,9/28,,* te 8/4//22,Nf1 glioma H&E 29406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,016,29405,B,HE,,1,,,,3.1,,159,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,p,ts/dif,,"diffuse hc, with loose rosettes",,,,,NED,"Probable PA area, area of grade 2",9/28,,,Nf1 glioma H&E 29289-29405,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,096,29405,B,KI67,,1,,,,,,159,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,,,,,,,,,,Elevated index in interstitial space,9/28,,,nf1 glioma ki67 8/4/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,003,25087,B,HE,,1,,,,3.1,,150,Y,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p,ts/dif,,diffuse hc/ned,,,,,,low grade diffuse,9/13,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,004,25088,B,HE,,1,,,,NED,,150,Y,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p,5.02,,"diffuse hc, with loose rosettes",,,,,,low grade diffuse. 1 area of HC,9/13,,,NF-1 N-TVA original H&E 25085-26280,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,005,25089,B,HE,,1,,,,NED,,150,,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p. Use as reference,,,,,,,,,"diffuse, NP. Circumscribed, ribboning. Ependyoma-looking. ",9/13,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,006,25090,B,HE,,1,,,,NED,,150,Y,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p. Ref plus 1 aoi,5.02,,"diffuse hc, with loose rosettes",,,,,,"Mostly diffuse, low grade. Possible area of infiltrating astrocytoma. Regression area, probable PA. ",9/13,,,NF-1 N-TVA original H&E 25085-26280,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,007,25091,B,HE,,1,,,,NED,,150,,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p,,,,,,,,,"Low grade, diffuse. Regression, circumscribed, probable PA. Small area of IA-appearing. ",9/13,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,008,25092,B,HE,,1,,,,NED,,150,Y,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,similar to ref,ts/dif,,ned,,,,,NED,"PR possible PA, regression. ",9/13,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,015,25238,B,HE,1,1,,,,2.4.OF,,117,Y,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p,5.01,170,mtob,,,,,"TGOB, high grade",Greade 2-3 astrocytoma with pilocytic features. NP. Scattered MF. HC,9/20,,*,NF-1 N-TVA original H&E 25085-26280,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,006,25238,H,HE,,1,,,,,,117,,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,,,,,,,,,,NA,9/20,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,016,25239,B,HE,,0,,,,May need stains. ,,150,Y,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p,5.02,,"diffuse hc, with loose rosettes",,,,,,"diffuse mostly, low grade 2. ",9/20,,,NF-1 N-TVA original H&E 25085-26280,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,017,25240,B,HE,,0,,,,May need stains. ,,150,Y,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p,5.02,,"diffuse hc, with loose rosettes",,,,,,diffuse mostly low grade,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,018,25241,B,HE,,1,,,,1.2.NOS,,150,Y,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p,5.02,,"diffuse hc, with loose rosettes",,,,,,"low grade PA, diffuse mostly. PR",9/20,,,NF-1 N-TVA original H&E 25085-26280,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,019,25242,B,HE,,1,,,,3.1,,150,Y,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p,5.02,,"diffuse hc, with loose rosettes",,,,,NED,"diffuse, low-grade. Some PR. Some small areas of HC. ",9/20,,,NF-1 N-TVA original H&E 25085-26280,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,020,25258,B,HE,,1,,,,NED,,147,Y,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p,5.02,,"diffuse hc, with loose rosettes",,,,,,"diffuse, low-grade grade 2. ",9/20,,,NF-1 N-TVA original H&E 25085-26280,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,021,25259,B,HE,,1,,,,3.1,,147,Y,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p,5.02,,"diffuse hc, with loose rosettes",,,,,,grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,022,25260,B,HE,,1,,,,3.3,,84,Y,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p,5.02,,"diffuse hc, with loose rosettes",could be a good sample. ,,,,"NED, small area that looks odd, artifact?","grade 2 or low 3. Areas of HC, plus pre-PR. Very astrocytic. ",9/20,,,NF-1 N-TVA original H&E 25085-26280,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,023,25261,B,HE,,1,,,,NED,,147,,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p,,,,,,,,,"NP, MF, diffuse mostly. Some small areas of HC. Grade 2. ",9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,024,25262,B,HE,,1,,,,NED,,147,Y,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p,5.02,,"diffuse hc, with loose rosettes",,,,,,"NP, MF, diffuse mostly. Some small areas of HC. Grade 2. ",9/20,,,NF-1 N-TVA original H&E 25085-26280,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,025,25263,B,HE,,1,,,,NED,,147,Y,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p,5.02,,,,,,,,"NP, MF, diffuse mostly. Some small areas of HC. Grade 2. ",9/20,,,NF-1 N-TVA original H&E 25085-26280,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,m,25264,B,HE,,1,,,,NED,,147,Y,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p,5.02,,"diffuse hc, with loose rosettes",,,,,,"NP, MF, diffuse mostly. Some small areas of HC. Grade 2. ",9/20,,,NF-1 N-TVA original H&E 25085-26280,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,29,25328,B,HE,,x,,,,,,150,Y,SB05,15,,,,Y,nf1 wt; pten KO; ink KO; atrx KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,31,25548,B,HE,,x,,,,,,157,Y,SB05,17,,,,Y,nf1 wt; pten KO; ink KO; atrx KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,32,25549,B,HE,,x,,,,,,157,Y,SB05,18,,,,Y,nf1 wt; pten KO; ink KO; atrx KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,33,25550,B,HE,,x,,,,,,157,Y,SB05,19,,,,Y,nf1 wt; pten KO; ink KO; atrx KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,34,25595,B,HE,,x,,,,,,151,Y,SB05,20,,,,Y,nf1 wt; pten KO; ink KO; atrx KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,35,25597,B,HE,,x,,,,,,151,Y,SB05,21,,,,Y,nf1 wt; pten KO; ink KO; atrx KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,39,25782,B,HE,,x,,,,,,149,Y,SB05,25,,,,Y,nf1 wt; pten KO; ink KO; atrx KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,40,25783,B,HE,,x,,,,,,149,Y,SB05,26,,,,Y,nf1 wt; pten KO; ink KO; atrx KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,41,25784,B,HE,,x,,,,,,149,Y,SB05,27,,,,Y,nf1 wt; pten KO; ink KO; atrx KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,42,25785,B,HE,,x,,,,,,149,Y,SB05,28,,,,Y,nf1 wt; pten KO; ink KO; atrx KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,062,25786,B,HE,,x?,,,"Looks very similar to Myxoid Glioneuronal Tumor, 10.1111/bpa.12797","Fd, exclude from hist. analysis",,28,Y,,,,,,,nf1 wt; pten KO; ink KO; atrx KO,,5,p,5.03,200,"oligo-looking, maybe found dead. ",,,,,"NED, FD?","Necrotic areas? Fried egg. NP, Brisk MF. Lymphocytic infiltration. Foamy appearance, grade 3. ",9/20,,*,NF-1 N-TVA original H&E 25085-26280,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,43,25787,B,HE,,x,,,,,,149,Y,SB05,29,,,,Y,nf1 wt; pten KO; ink KO; atrx KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
